-------------------------------
  Cluster: 	 Mophological.cluster.G4_19 
 -------------------------------
 Number of up-regulated genes:	 2 
 Number of down-regulated genes:	 0 
 -------------------------------
 pathway	pval	padj	log2err	ES	NES	size	leadingEdge 
 REACTOME_ABC_FAMILY_PROTEINS_MEDIATED_TRANSPORT	0.906093906093906	0.991864564898273	0.0146874349112173	0.200586704758011	0.687408732884403	52	c("PSMB2", "ABCD3", "PSMA5", "PSMD4", "PSMB4", "PSME4", "PSMD14", "ABCB6", "PSMD1")
REACTOME_ABC_TRANSPORTER_DISORDERS	0.917082917082917	0.991864564898273	0.0137183520206939	0.191585074515603	0.649278078220109	46	c("PSMB2", "PSMA5", "PSMD4", "PSMB4", "PSME4", "PSMD14", "ABCB6", "PSMD1", "PSMD6", "PSMD2", "PSMB1", "PSMA2", "SEM1", "PSMC2", "DERL1", "VCP", "ABCA1", "PSMD5", "PSMB7", "ABCC2", "PSMD13", "PSMA1", "KCNJ11", "ABCC8", "PSMC3")
REACTOME_ACTIVATED_TAK1_MEDIATES_P38_MAPK_ACTIVATION	0.27972027972028	0.991864564898273	0.0732558655828455	0.46187709364479	1.24811682276927	9	c("MAPKAPK2", "IRAK2", "MAPKAPK3", "MAPK14", "MAP3K7")
REACTOME_ACTIVATION_OF_AMPK_DOWNSTREAM_OF_NMDARS	0.779220779220779	0.991864564898273	0.024285888595648	0.250910365459502	0.694996517164845	11	c("TUBA4A", "PRKAA1", "TUBB2A", "PRKAG2", "TUBB4B", "PRKAG1", "TUBA1B", "TUBA1C", "PRKAB1")
REACTOME_ACTIVATION_OF_ANTERIOR_HOX_GENES_IN_HINDBRAIN_DEVELOPMENT_DURING_EARLY_EMBRYOGENESIS	0.699300699300699	0.991864564898273	0.0299195667151671	0.287470551490082	0.7962645612794	11	c("RBBP4", "CNOT9", "POLR2B")
REACTOME_ACTIVATION_OF_ATR_IN_RESPONSE_TO_REPLICATION_STRESS	0.366633366633367	0.991864564898273	0.059989249649033	0.410914272396078	1.12440601725341	10	c("CDC7", "MCM6", "ORC2", "RAD1", "MCM3", "ORC5", "MCM4")
REACTOME_ACTIVATION_OF_BAD_AND_TRANSLOCATION_TO_MITOCHONDRIA	0.512487512487512	0.991864564898273	0.0445070537769277	0.386580039673185	1.00123183860059	7	c("YWHAQ", "PPP3R1", "YWHAG", "YWHAZ")
REACTOME_ACTIVATION_OF_BH3_ONLY_PROTEINS	0.801198801198801	0.991864564898273	0.0227269260340067	0.240325032570917	0.665676207989398	11	c("YWHAQ", "PPP3R1", "YWHAG", "YWHAZ", "MAPK8")
REACTOME_ACTIVATION_OF_GENE_EXPRESSION_BY_SREBF_SREBP	0.931068931068931	0.991864564898273	0.0124136372369971	0.164007047287894	0.502907399407807	21	c("FDPS", "ELOVL6", "HMGCS1", "HMGCR", "FDFT1", "TGS1", "SQLE", "IDI1", "SCD", "GPAM", "DHCR7", "SC5D", "ACACB", "MVK")
REACTOME_ACTIVATION_OF_MATRIX_METALLOPROTEINASES	0.998001998001998	0.999000999000999	0.00204130030921835	0.0294514995947042	0.0780133064720925	8	c("TIMP1", "COL18A1", "MMP24", "ELANE", "MMP2", "MMP25", "FURIN", "MMP14")
