-------------------------------
  Cluster: 	 Mophological.cluster.G4_4 
 -------------------------------
 Number of up-regulated genes:	 2 
 Number of down-regulated genes:	 0 
 -------------------------------
 pathway	pval	padj	log2err	ES	NES	size	leadingEdge 
 REACTOME_ABC_FAMILY_PROTEINS_MEDIATED_TRANSPORT	0.662337662337662	0.92275644709273	0.0325785172778622	0.284802871042002	0.894073413328837	40	c("PSMB2", "ABCD3", "PSMA5", "PSMD4", "PSMB4", "PSME4", "PSMD14", "ABCB6", "PSMD1", "PSMD6")
REACTOME_ABC_TRANSPORTER_DISORDERS	0.647352647352647	0.92275644709273	0.0336769978828608	0.290431227172886	0.903390014850403	35	c("PSMB2", "PSMA5", "PSMD4", "PSMB4", "PSME4", "PSMD14", "ABCB6", "PSMD1", "PSMD6", "PSMD2")
REACTOME_ACTIVATED_TAK1_MEDIATES_P38_MAPK_ACTIVATION	0.822177822177822	0.947085606700991	0.0212181723861707	0.230817386263452	0.568780946533574	6	c("IRAK2", "MAPK14")
REACTOME_ACTIVATION_OF_AMPK_DOWNSTREAM_OF_NMDARS	0.687312687312687	0.92275644709273	0.0307752597613667	0.304092654731276	0.811880225718207	10	c("TUBA4A", "PRKAA1", "TUBB2A", "PRKAG2", "TUBB4B", "PRKAG1", "TUBA1B", "TUBA1C", "PRKAB1")
REACTOME_ACTIVATION_OF_ANTERIOR_HOX_GENES_IN_HINDBRAIN_DEVELOPMENT_DURING_EARLY_EMBRYOGENESIS	0.298701298701299	0.92275644709273	0.0699458736501659	0.463914694769385	1.2273397704186	9	c("RBBP4", "MEIS1", "POLR2D", "POLR2B")
REACTOME_ACTIVATION_OF_ATR_IN_RESPONSE_TO_REPLICATION_STRESS	0.345654345654346	0.92275644709273	0.0628003977812234	0.453511203994562	1.17249962217707	8	c("MCM6", "ATRIP", "MCM3", "ORC3", "ORC5", "MCM4")
REACTOME_ACTIVATION_OF_GENE_EXPRESSION_BY_SREBF_SREBP	0.795204795204795	0.942015016233766	0.0231538258045259	0.250471361405801	0.729844741613643	19	c("MTF1", "FDPS", "ELOVL6", "HMGCS1", "HMGCR", "SMARCD3", "TGS1", "SQLE", "IDI1", "SCD", "GPAM")
REACTOME_ACTIVATION_OF_NMDA_RECEPTORS_AND_POSTSYNAPTIC_EVENTS	0.929070929070929	0.963861398117454	0.012605799966357	0.186099200522596	0.547876743688683	21	c("TUBA4A", "CAMK1", "PRKAR2A", "PRKAA1", "TUBB2A", "ADCY1", "PRKAR2B", "PRKAG2", "TUBB4B", "KRAS", "PRKAG1", "TUBA1B", "TUBA1C", "PRKAB1", "NBEA")
REACTOME_ACTIVATION_OF_THE_MRNA_UPON_BINDING_OF_THE_CAP_BINDING_COMPLEX_AND_EIFS_AND_SUBSEQUENT_BINDING_TO_43S	0.628371628371628	0.92275644709273	0.035090109926935	0.352293170059722	0.868121964153835	6	c("EIF4G1", "EIF3B", "EIF4H", "EIF4EBP1")
REACTOME_ACTIVATION_OF_THE_PRE_REPLICATIVE_COMPLEX	0.624375624375624	0.92275644709273	0.0353910624222457	0.338651308673413	0.875542936915203	8	c("MCM6", "MCM3", "ORC3", "ORC5", "MCM4")
