-------------------------------
  Cluster: 	 Mophological.cluster.G4_15 
 -------------------------------
 Number of up-regulated genes:	 5 
 Number of down-regulated genes:	 0 
 -------------------------------
 pathway	pval	padj	log2err	ES	NES	size	leadingEdge 
 REACTOME_ABC_FAMILY_PROTEINS_MEDIATED_TRANSPORT	0.894105894105894	0.948910983937254	0.0157010498237903	0.263340504108628	0.548472694978828	11	c("ABCB10", "PSMB8", "PSMB9", "DERL1", "ABCC2")
REACTOME_ABC_TRANSPORTER_DISORDERS	0.942057942057942	0.96699239846448	0.0113146012252547	0.184285200892335	0.379691316488509	9	c("ABCD1", "DERL3", "PSMB10", "PSME2", "PSME1", "ABCC2", "DERL1", "PSMB9", "PSMB8")
REACTOME_ABERRANT_REGULATION_OF_MITOTIC_EXIT_IN_CANCER_DUE_TO_RB1_DEFECTS	0.520479520479521	0.902233250620347	0.0438002031299891	0.495223549941476	1.01886191931336	8	c("ANAPC1", "ANAPC4", "SKP2", "CDC23")
REACTOME_ACTIVATION_OF_ANTERIOR_HOX_GENES_IN_HINDBRAIN_DEVELOPMENT_DURING_EARLY_EMBRYOGENESIS	0.564435564435564	0.902233250620347	0.0400845633477088	0.459033569421649	0.969369754709715	16	c("RBBP4", "POLR2D", "CNOT9", "POLR2B", "HDAC3")
REACTOME_ACTIVATION_OF_ATR_IN_RESPONSE_TO_REPLICATION_STRESS	0.385614385614386	0.898039230142551	0.057609110864425	0.519622570557781	1.10303508216119	18	c("RPA2", "CDC7", "MCM6", "MCM2", "ATR", "RFC4", "RAD17", "MCM3", "ORC3", "DBF4", "MCM7", "ORC5")
REACTOME_ACTIVATION_OF_BH3_ONLY_PROTEINS	0.310689310689311	0.881495073963693	0.0679922591544058	0.60860354793872	1.23668050530747	6	c("PPP3R1", "BCL2L11", "PPP3CC")
REACTOME_ACTIVATION_OF_IRF3_IRF7_MEDIATED_BY_TBK1_IKK_EPSILON	0.668331668331668	0.902233250620347	0.0321428397352941	0.415590943223202	0.844479496393319	6	c("IKBKE", "CD14", "LY96")
REACTOME_ACTIVATION_OF_NMDA_RECEPTORS_AND_POSTSYNAPTIC_EVENTS	0.0250827208538902	0.876973493795924	0.352487857583619	0.806461686024284	1.65919633945617	8	c("RPS6KA1", "PRKACB", "NRAS", "CREB1", "TUBA4A")
REACTOME_ACTIVATION_OF_THE_PRE_REPLICATIVE_COMPLEX	0.524475524475524	0.902233250620347	0.0434506826723125	0.472977210670848	1.00401808157153	18	c("RPA2", "CDC7", "MCM6", "MCM2", "MCM3", "PRIM2", "ORC3", "DBF4", "MCM7", "ORC5", "MCM4")
REACTOME_ADAPTIVE_IMMUNE_SYSTEM	0.194805194805195	0.877383486079138	0.0928481214159878	0.481763634197316	1.08773682217794	206	c("TNFRSF14", "PIK3CD", "FBXO6", "LCK", "RNF220", "KIF2C", "PRKACB", "VCAM1", "CAPZA1", "NRAS", "CTSS", "THEM4", "CD1D", "FCGR3A", "FCGR2B", "CD247", "SELL", "NCF2", "PTPRC", "CTSE", "TRIM11", "RASGRP3", "REL", "PPP3R1", "FBXO41", "CD8A", "ZAP70", "ANAPC1", "KLHL41", "ITGA4", "TUBA4A", "INPP5D", "ASB1", "VHL", "ATG7", "MYD88", "UBA7", "TRAIP", "UBA3", "CD96", "DTX3L", "SIAH2", "PAK2", "RNF4", "ANAPC4", "UBA6", "HERC5", "HERC3", "FBXW7", "TLR2", "SKP2", "RICTOR", "KIF2A", "ERAP1", "ERAP2", "LNPEP", 
"SEC24A", "CDC23", "CD14", "CD74", "ITK", "LCP2", "BTN3A2", "BTN2A2", "BTN3A1", "BTN3A3", "BTN2A1", "HLA-F", "HLA-A", "TRIM39", "HLA-E", "HLA-C", "HLA-B", "MICB", "HLA-DRA", "HLA-DRB5", "HLA-DRB1", "HLA-DQA1", "HLA-DQB1", "HLA-DQA2", "HLA-DQB2", "TAP2", "PSMB8", "TAP1", "PSMB9", "HLA-DMB", "HLA-DMA", "HLA-DOA", "HLA-DPA1", "HLA-DPB1", "TAPBP")
REACTOME_ADORA2B_MEDIATED_ANTI_INFLAMMATORY_CYTOKINES_PRODUCTION	0.460539460539461	0.902233250620347	0.0493910105981501	0.510569246145237	1.06338860159193	11	c("PRKACB", "CREB1", "PTGER4", "ADRB2")
REACTOME_AMINO_ACIDS_REGULATE_MTORC1	0.533466533466533	0.902233250620347	0.0426733861156084	0.489838151856788	0.995349592043662	6	c("NPRL2", "SLC38A9", "SESN1", "MIOS")
REACTOME_AMYLOID_FIBER_FORMATION	0.904095904095904	0.953732575916285	0.0148592627836833	0.242792673499483	0.503179457554203	10	c("LTF", "SIAH2", "TSPAN33", "UBE2L6", "SORL1", "LYZ", "B2M", "GGA2")
REACTOME_ANCHORING_OF_THE_BASAL_BODY_TO_THE_PLASMA_MEMBRANE	0.721278721278721	0.926048527743443	0.0283628487151644	0.401691244347003	0.848854150689873	20	c("TUBA4A", "CEP97", "IQCB1", "HAUS3", "CEP135", "SCLT1", "CEP72")
REACTOME_ANTIGEN_ACTIVATES_B_CELL_RECEPTOR_BCR_LEADING_TO_GENERATION_OF_SECOND_MESSENGERS	0.258741258741259	0.881495073963693	0.077274697304471	0.565797304504968	1.20105305585801	18	c("PIK3CD", "FYN", "ORAI2", "LYN", "SYK", "BLNK", "PIK3AP1")
