-------------------------------
  Cluster: 	 Mophological.cluster.G4_2 
 -------------------------------
 Number of up-regulated genes:	 2 
 Number of down-regulated genes:	 0 
 -------------------------------
 pathway	pval	padj	log2err	ES	NES	size	leadingEdge 
 REACTOME_ABC_FAMILY_PROTEINS_MEDIATED_TRANSPORT	0.898101898101898	0.990024001244198	0.0153676328786693	0.200471354627078	0.688872278851807	50	c("PSMB2", "ABCD3", "PSMA5", "PSMD4", "PSMB4", "PSME4", "PSMD14", "ABCB6", "PSMD1")
REACTOME_ABC_TRANSPORTER_DISORDERS	0.89010989010989	0.990024001244198	0.0160304351647231	0.197140875284674	0.673207292570848	44	c("PSMB2", "PSMA5", "PSMD4", "PSMB4", "PSME4", "PSMD14", "ABCB6", "PSMD1", "PSMD6", "PSMD2", "RNF5", "PSMB1", "PSMA2", "SEM1", "PSMC2", "DERL1", "VCP", "PSMD5", "PSMB7", "PSMD13", "PSMA1", "KCNJ11", "ABCC8", "PSMC3")
REACTOME_ACTIVATED_TAK1_MEDIATES_P38_MAPK_ACTIVATION	0.303696303696304	0.98967698967699	0.069119845655101	0.477757959763404	1.2192590426514	6	c("MAPKAPK2", "MAPKAPK3")
REACTOME_ACTIVATION_OF_AMPK_DOWNSTREAM_OF_NMDARS	0.503496503496504	0.98967698967699	0.0453152441270267	0.372260748959778	1.011581436972	9	c("TUBA4A", "PRKAA1", "TUBB2A", "PRKAG2", "TUBB4B", "PRKAG1", "TUBA1B", "TUBA1C", "PRKAB1")
REACTOME_ACTIVATION_OF_ANTERIOR_HOX_GENES_IN_HINDBRAIN_DEVELOPMENT_DURING_EARLY_EMBRYOGENESIS	0.483516483516484	0.98967698967699	0.0471642455670861	0.368523616065352	1.02942277947311	11	c("RBBP4", "PBX1", "CNOT9", "POLR2B")
REACTOME_ACTIVATION_OF_ATR_IN_RESPONSE_TO_REPLICATION_STRESS	0.36963036963037	0.98967698967699	0.0596037042575973	0.40796138262832	1.13958704982549	11	c("ORC2", "CDC25A", "ATRIP", "RAD1", "MCM3", "ORC3", "ORC5", "MCM4")
REACTOME_ACTIVATION_OF_BH3_ONLY_PROTEINS	0.754245754245754	0.98967698967699	0.0260437699289678	0.27582245414588	0.717694967189381	7	c("YWHAQ", "TFDP2")
REACTOME_ACTIVATION_OF_GENE_EXPRESSION_BY_SREBF_SREBP	0.867132867132867	0.98967698967699	0.0178589946943486	0.209131794790509	0.660727920425814	23	c("MTF1", "FDPS", "ELOVL6", "HMGCS1", "HMGCR", "FDFT1", "TGS1", "NCOA2", "SQLE", "IDI1", "SCD", "GPAM", "DHCR7", "SC5D", "ACACB", "MVK")
REACTOME_ACTIVATION_OF_NMDA_RECEPTORS_AND_POSTSYNAPTIC_EVENTS	0.725274725274725	0.98967698967699	0.0280810636309052	0.256363162669667	0.809950010299443	23	c("RPS6KA1", "NRAS", "TUBA4A", "PRKAR2A", "CAMK2D", "PRKAA1", "TUBB2A", "PRKAG2", "NRG1", "TUBB4B", "LIN7C", "KRAS", "PRKAG1", "TUBA1B", "TUBA1C", "LIN7A", "PRKAB1", "NBEA")
REACTOME_ACTIVATION_OF_THE_MRNA_UPON_BINDING_OF_THE_CAP_BINDING_COMPLEX_AND_EIFS_AND_SUBSEQUENT_BINDING_TO_43S	0.748251748251748	0.98967698967699	0.0264649017470855	0.274742263541378	0.755291509222945	10	c("EIF4G1", "EIF4E", "EIF3B", "EIF4H", "EIF4EBP1", "EIF3A", "EIF3M")
