-------------------------------
  Cluster: 	 Mophological.cluster.G4_10 
 -------------------------------
 Number of up-regulated genes:	 0 
 Number of down-regulated genes:	 0 
 -------------------------------
 pathway	pval	padj	log2err	ES	NES	size	leadingEdge 
 REACTOME_ADAPTIVE_IMMUNE_SYSTEM	0.393606393606394	0.979911863028746	0.0566484183613995	0.284153586783117	1.07237988387875	34	c("MIB2", "FBXO44", "KLHL20", "AKT3", "KCTD6", "CD200", "TRPC1", "ANAPC4", "RNF182", "RNF144B", "UBE3D", "HACE1", "RNF217", "FBXO30", "SMURF1", "PILRB", "IKBKB", "PSMD5", "ANAPC2", "SEC61A2", "HECTD2")
REACTOME_ANCHORING_OF_THE_BASAL_BODY_TO_THE_PLASMA_MEMBRANE	0.877122877122877	1	0.01707634511757	0.180926267085018	0.623392360436912	19	c("NPHP4", "NPHP1", "HAUS3", "CEP162", "TMEM67", "CEP78", "CDK5RAP2", "CEP57", "CEP164", "CEP290", "TCTN2", "CENPJ")
REACTOME_ANTIGEN_PROCESSING_UBIQUITINATION_PROTEASOME_DEGRADATION	0.275724275724276	0.979911863028746	0.0739901439101341	0.33447688857302	1.18358294869794	22	c("MIB2", "FBXO44", "KLHL20", "KCTD6", "ANAPC4", "RNF182", "RNF144B", "UBE3D", "HACE1", "RNF217", "FBXO30", "SMURF1")
REACTOME_ANTIVIRAL_MECHANISM_BY_IFN_STIMULATED_GENES	0.802197802197802	0.979911863028746	0.0226556224333514	0.223089009943142	0.637592354795839	7	c("EIF4E3", "KPNA5", "POM121")
REACTOME_APOPTOSIS	0.171828171828172	0.979911863028746	0.10027910675413	0.408018183329224	1.3377475481499	14	c("CASP9", "TP53BP2", "AKT3", "BCL2L11", "CFLAR", "TFDP2")
REACTOME_ASPARAGINE_N_LINKED_GLYCOSYLATION	0.175824175824176	0.979911863028746	0.0988903007520636	0.397740408963974	1.33578782850492	16	c("TRAPPC3", "F5", "SEC16B", "ST3GAL5", "GOLGB1", "SEC22A")
REACTOME_AURKA_ACTIVATION_BY_TPX2	0.972027972027972	1	0.00773927265828568	0.107521995240999	0.343601688836189	12	c("OFD1", "NINL", "HAUS5", "CEP131", "CCP110", "CENPJ", "CEP290", "CEP164", "CEP57", "CDK5RAP2", "CEP78")
REACTOME_AUTOPHAGY	0.931068931068931	1	0.0124136372369971	0.130551728372753	0.402840112180357	10	c("WDR45", "HDAC6", "MTMR3", "CSNK2A2", "TSC2", "ATG14", "USP30", "TSC1", "ATG12", "ATG4B")
REACTOME_BASE_EXCISION_REPAIR	0.682317682317682	0.979911863028746	0.0311335139616949	0.275877710938457	0.814100956375573	8	c("MUTYH", "TERF1", "POLD3", "PARP2", "NEIL1", "ACD", "LIG1", "POLD1")
REACTOME_BETA_CATENIN_INDEPENDENT_WNT_SIGNALING	0.373626373626374	0.979911863028746	0.0590954798717342	0.345619163765837	1.10447474582215	12	c("MOV10", "VANGL2", "RYK", "DVL3", "SMURF1", "FZD6", "PSMD5", "TCF7L2", "GNB3", "PRICKLE1")
REACTOME_BIOLOGICAL_OXIDATIONS	0.454545454545455	0.979911863028746	0.0499913914024592	0.32947873855806	1.03547700764647	11	c("AKR7A3", "GSTM2", "SLC26A1", "CYP21A2", "AHR")
REACTOME_CARBOXYTERMINAL_POST_TRANSLATIONAL_MODIFICATIONS_OF_TUBULIN	0.150849150849151	0.979911863028746	0.108394255853397	0.531707802370378	1.46909640498805	6	c("TTLL4", "TTLL3", "NICN1")
REACTOME_CARDIAC_CONDUCTION	0.937062937062937	1	0.0118236229287788	0.12451284169652	0.344026112266421	6	c("FGF13", "KCNJ14", "DMPK", "KCNJ2")
REACTOME_CARGO_RECOGNITION_FOR_CLATHRIN_MEDIATED_ENDOCYTOSIS	0.464535464535465	0.979911863028746	0.0489954089862481	0.377933004449075	1.04422018200085	6	c("STON1", "COPS7B", "EGFR")
REACTOME_CARGO_TRAFFICKING_TO_THE_PERICILIARY_MEMBRANE	0.500499500499501	0.979911863028746	0.0455878202571231	0.340205407264264	1.0039286844734	8	c("BBS5", "NPHP3", "EXOC3", "BBS9", "INPP5E", "BBIP1")
REACTOME_CDC42_GTPASE_CYCLE	0.625374625374625	0.979911863028746	0.0353157046479879	0.259010037683095	0.892434699336638	19	c("ARHGAP29", "KCTD3", "ARHGEF4", "SRGAP3", "ARAP2", "CAV1", "WDR91", "PREX2", "ARHGAP39", "FNBP1", "DNMBP", "ARHGAP32", "CPNE8", "FARP1", "ARHGAP5")
REACTOME_CELLULAR_RESPONSES_TO_STIMULI	0.72027972027972	0.979911863028746	0.0284333438791734	0.211559479369251	0.838073946467269	46	c("ZBTB17", "SZT2", "MOV10", "CRTC2", "MDM4", "NPAS2", "TFDP2", "TBL1XR1", "ANAPC4", "USP46", "CLOCK", "HSPA4L", "NR3C2", "CREBRF", "RING1", "POM121", "BMT2", "TERF1", "PSMD5", "EXOSC2", "ANAPC2", "SIRT1", "HIKESHI", "NOX4", "MRE11", "PHC1", "SP1", "NFYB", "MAPKAPK5", "NUP58", "EXOSC8", "CDC16", "AJUBA")
REACTOME_CELLULAR_RESPONSE_TO_HEAT_STRESS	0.891108891108891	1	0.0159484509317776	0.162411659208571	0.47926846514156	8	c("HDAC6", "NUP85", "NUP93", "NUP58", "HIKESHI", "SIRT1", "POM121", "HSPA4L")
REACTOME_CELLULAR_SENESCENCE	0.753246753246753	0.979911863028746	0.0261139619405561	0.225770442665459	0.758236785983701	16	c("MOV10", "MDM4", "TFDP2", "ANAPC4", "RING1", "TERF1", "ANAPC2", "MRE11", "PHC1", "SP1", "MAPKAPK5", "CDC16")
REACTOME_CELL_CYCLE	0.996003996003996	1	0.00288973010331959	0.0999506042733065	0.419046358614558	68	c("NEK7", "MDM4", "LIN9", "AKT3", "ORC4", "ORC2", "BARD1", "PCBP4", "TFDP2", "HAUS3", "ANAPC4", "CENPC", "UIMC1", "GMNN", "MDC1", "MSH5", "LEMD2", "SUN1", "POM121", "MCM7", "TERF1", "E2F5", "CEP78", "CDK5RAP2", "PSMD5", "ANAPC2", "PPP6R3", "NUMA1", "POLD3", "MRE11", "CEP57", "CEP164", "CEP290", "CENPJ", "NUP58", "TUBGCP3", "CDC16", "AJUBA", "MLH3", "NEK9", "TUBGCP4", "CHTF18", "CCP110", "NUP93", "CSNK2A2", "ACD", "CENPT")
REACTOME_CELL_CYCLE_CHECKPOINTS	0.261738261738262	0.979911863028746	0.0766746872490091	0.351433297001486	1.20371394167471	18	c("MDM4", "ORC4", "ORC2", "BARD1", "PCBP4", "ANAPC4", "CENPC", "UIMC1", "MDC1")
REACTOME_CELL_CYCLE_MITOTIC	0.994005994005994	1	0.00354273909070668	0.0983834604194891	0.394903633034161	50	c("NEK7", "LIN9", "AKT3", "ORC4", "ORC2", "TFDP2", "HAUS3", "ANAPC4", "CENPC", "GMNN", "LEMD2", "POM121", "MCM7", "E2F5", "CEP78", "CDK5RAP2", "PSMD5", "ANAPC2", "NUMA1", "POLD3", "CEP57", "CEP164", "CEP290", "CENPJ", "NUP58", "TUBGCP3", "CDC16", "AJUBA")
REACTOME_CELL_DEATH_SIGNALLING_VIA_NRAGE_NRIF_AND_NADE	0.033966033966034	0.784049284049284	0.245041785430996	0.646188247662034	1.78540323717978	6	c("OBSCN", "ARHGEF33", "BCL2L11", "ARHGEF4")
REACTOME_CHROMATIN_MODIFYING_ENZYMES	0.340659340659341	0.979911863028746	0.0635007968065945	0.291245107661815	1.10354180998692	35	c("DMAP1", "SETDB1", "KDM5B", "DNMT3A", "SUPT7L", "KDM3A", "KANSL3", "ING5", "MECOM", "TBL1XR1", "CLOCK", "JADE1", "BRD8")
REACTOME_CHROMOSOME_MAINTENANCE	0.956043956043956	1	0.00978249842757038	0.11727349703641	0.368564024249168	11	c("POLD1", "LIG1", "TEN1", "CTC1", "CENPT", "ACD", "CHTF18", "POLD3", "PPP6R3", "TERF1")
REACTOME_CILIUM_ASSEMBLY	0.645354645354645	0.979911863028746	0.0338245444462164	0.230924322379186	0.883291678605984	37	c("NPHP4", "IFT172", "NPHP1", "TTC21B", "BBS5", "IFT122", "NPHP3", "IFT80", "HAUS3", "WDR19", "EXOC3", "ATAT1", "CEP162", "BBS9", "TMEM67", "IFT74", "CEP78", "CDK5RAP2", "INPP5E", "BBIP1", "CEP57", "CEP164", "CEP290", "IFT81", "TCTN2", "CENPJ")
REACTOME_CIRCADIAN_CLOCK	0.027972027972028	0.784049284049284	0.271288554688953	0.654808533827727	1.80922088920507	6	c("CRTC2", "NPAS2", "TBL1XR1", "USP46", "CLOCK")
REACTOME_CLASS_A_1_RHODOPSIN_LIKE_RECEPTORS	0.509490509490509	0.979911863028746	0.044774889329693	0.321619588202797	0.992413295525969	10	c("OXER1", "GPR35", "CXCL2", "CCL28", "GNRH1", "DRD4", "P2RY6", "NPFF")
REACTOME_CLASS_I_MHC_MEDIATED_ANTIGEN_PROCESSING_PRESENTATION	0.333666333666334	0.979911863028746	0.0645031249656493	0.314347429351863	1.13056734521478	25	c("MIB2", "FBXO44", "KLHL20", "KCTD6", "ANAPC4", "RNF182", "RNF144B", "UBE3D", "HACE1", "RNF217", "FBXO30", "SMURF1", "IKBKB", "PSMD5", "ANAPC2", "SEC61A2", "HECTD2")
REACTOME_CLATHRIN_MEDIATED_ENDOCYTOSIS	0.781218781218781	0.979911863028746	0.0241447930798382	0.229061785562117	0.694684554000901	9	c("STON1", "COPS7B", "EGFR", "FNBP1", "HIP1R", "DVL2", "EPN2", "TRIP10")
REACTOME_COPII_MEDIATED_VESICLE_TRANSPORT	0.133866133866134	0.979911863028746	0.116234148779716	0.48126264413775	1.45954387144802	9	c("TRAPPC3", "F5", "SEC16B", "SEC22A")
REACTOME_CYCLIN_A_CDK2_ASSOCIATED_EVENTS_AT_S_PHASE_ENTRY	0.321678321678322	0.979911863028746	0.0662842187012672	0.417324008830834	1.19271943324822	7	c("LIN9", "AKT3", "TFDP2", "E2F5", "PSMD5")
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM	0.295704295704296	0.979911863028746	0.0704500850658419	0.303905772664794	1.14019351665901	32	c("MUC1", "TRIM17", "AKT3", "BCL2L11", "PTPN23", "IP6K2", "IL17RB", "EIF4E3", "BCL6", "CXCL2", "AGER", "PIM1", "KPNA5", "IL20RA", "NOD1", "POM121")
REACTOME_CYTOSOLIC_SENSORS_OF_PATHOGEN_ASSOCIATED_DNA	0.644355644355644	0.979911863028746	0.0338984188001938	0.302402119015353	0.835530086121929	6	c("POLR3F", "POLR1D", "MRE11", "IRF7", "POLR3A", "IKBKB")
REACTOME_C_TYPE_LECTIN_RECEPTORS_CLRS	0.342657342657343	0.979911863028746	0.0632191170859458	0.427862899272151	1.18217533078559	6	c("MUC1", "MUC20", "IKBKB", "PSMD5")
REACTOME_DDX58_IFIH1_MEDIATED_INDUCTION_OF_INTERFERON_ALPHA_BETA	0.410589410589411	0.979911863028746	0.0546808488785442	0.397127165188002	1.09725320580192	6	c("MAP3K1", "ATG12", "AGER", "IKBKB", "IRF7", "HMGB1")
REACTOME_DEADENYLATION_DEPENDENT_MRNA_DECAY	0.688311688311688	0.979911863028746	0.0307037368093842	0.259529186315664	0.800822538564713	10	c("CNOT3", "EDC4", "EXOSC8", "PAN3", "CNOT2", "PAN2", "EXOSC2", "CNOT4", "SKIV2L", "CNOT6")
REACTOME_DEADENYLATION_OF_MRNA	0.647352647352647	0.979911863028746	0.0336769978828608	0.301494879007265	0.833023402886511	6	c("CNOT6", "CNOT4", "PAN2", "CNOT2", "PAN3")
REACTOME_DEATH_RECEPTOR_SIGNALLING	0.0112840856707278	0.784049284049284	0.380730400722792	0.537866327462112	1.76347376218342	14	c("OTUD7B", "USP21", "OBSCN", "ARHGEF33", "BCL2L11", "ARHGEF4", "CFLAR", "PRKCI")
