-------------------------------
  Cluster: 	 Mophological.cluster.G4_18 
 -------------------------------
 Number of up-regulated genes:	 2 
 Number of down-regulated genes:	 0 
 -------------------------------
 pathway	pval	padj	log2err	ES	NES	size	leadingEdge 
 REACTOME_ABC_FAMILY_PROTEINS_MEDIATED_TRANSPORT	0.888111888111888	0.998620996228652	0.0161937051076875	0.217308192794354	0.722614150230124	57	c("PSMB2", "ABCD3", "PSMA5", "PSMD4", "PSMB4", "ERLEC1", "PSME4", "PSMD14", "ABCB6", "PSMD1")
REACTOME_ABC_TRANSPORTER_DISORDERS	0.901098901098901	0.998620996228652	0.0151147394041638	0.21317950114063	0.699633904249709	51	c("PSMB2", "PSMA5", "PSMD4", "PSMB4", "ERLEC1", "PSME4", "PSMD14", "ABCB6", "PSMD1")
REACTOME_ABORTIVE_ELONGATION_OF_HIV_1_TRANSCRIPT_IN_THE_ABSENCE_OF_TAT	0.729270729270729	0.998620996228652	0.0277995594097672	0.290743848372525	0.745189536670713	7	c("POLR2D", "POLR2B", "NCBP1", "POLR2L", "POLR2G")
REACTOME_ACTIVATED_TAK1_MEDIATES_P38_MAPK_ACTIVATION	0.719280719280719	0.998620996228652	0.0285038599247822	0.298202675419332	0.749139388682049	6	c("MAPKAPK3", "MAPK14")
REACTOME_ACTIVATION_OF_AMPK_DOWNSTREAM_OF_NMDARS	0.523476523476524	0.998620996228652	0.0435378240914002	0.369504858861638	0.979645143656019	9	c("TUBA4A", "PRKAA1", "TUBB2A", "PRKAG2", "TUBB4B", "PRKAG1", "TUBA1B", "TUBA1C", "PRKAB1")
REACTOME_ACTIVATION_OF_ANTERIOR_HOX_GENES_IN_HINDBRAIN_DEVELOPMENT_DURING_EARLY_EMBRYOGENESIS	0.691308691308691	0.998620996228652	0.0304894126298511	0.28934299438761	0.853612371392082	20	c("RBBP4", "PBX1", "RBBP5", "POLR2D", "POLR2B", "HDAC3", "KMT2C", "ASH2L", "WDR5", "RXRA", "POLR2L", "POLR2G")
REACTOME_ACTIVATION_OF_ATR_IN_RESPONSE_TO_REPLICATION_STRESS	0.315684315684316	0.998620996228652	0.0672065093710464	0.415679121691153	1.16772392556378	13	c("MCM6", "ORC2", "CDC25A", "ATRIP", "RAD1", "MCM3", "ORC3", "ORC5", "MCM4")
REACTOME_ACTIVATION_OF_BH3_ONLY_PROTEINS	0.626373626373626	0.998620996228652	0.0352404270679709	0.339287333083086	0.869608667401538	7	c("YWHAQ", "TFDP2")
REACTOME_ACTIVATION_OF_GENE_EXPRESSION_BY_SREBF_SREBP	0.809190809190809	0.998620996228652	0.0221551238181839	0.247312348471496	0.74005550271888	23	c("MTF1", "FDPS", "ELOVL6", "HMGCS1", "HMGCR", "FDFT1", "TGS1", "NCOA2", "SQLE", "RXRA", "IDI1", "SCD", "GPAM", "DHCR7", "SC5D", "ACACB", "MVK")
REACTOME_ACTIVATION_OF_NMDA_RECEPTORS_AND_POSTSYNAPTIC_EVENTS	0.802197802197802	0.998620996228652	0.0226556224333514	0.248684580389742	0.762697895669378	27	c("RPS6KA1", "NRAS", "TUBA4A", "PRKAR2A", "PRKAA1", "TUBB2A", "RPS6KA2", "ADCY1", "PRKAR2B", "PRKAG2", "NRG1", "TUBB4B", "LIN7C", "KRAS", "PRKAG1", "TUBA1B", "TUBA1C", "LIN7A", "PRKAB1", "NBEA")
